amazonBiomeArea_ha_global,forestArea_2017_ha_global,z_2017_global,otherArea_2017_ha_global,zbar_2017_global,gamma2010_global,gamma2017_global,gamma2018_global,gamma_global,gammaSD_global,a_global,b_global,k_global,k_alt_global,zeta_global,zeta_alt_global,rho_global,r_global,x_2017_global,z_1973_global,z_1985_global,z_1995_global,z_2004_global,z_2008_global,z_2012_global,x_1973_global,x_1985_global,x_1995_global,x_2004_global,x_2008_global,x_2012_global,theta2017_global,theta2006_global,theta_global,thetaSD_global,p_2017_global,p_2017_alt_global
421544127.5251666,337077211.6909363,57279417.71418145,27217288.712917242,394356629.40511775,561.4955785397971,591.3377995088139,590.8308128108466,581.2213969531525,17.084940530639365,0.045007413978564004,10316082343.813606,2.0942152550133404,2.6617886941698967,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,195210581015.30316,0,16542033.586666666,29571693.530833334,46952062.7755,53060889.737333335,54666646.56299999,229208511040.5792,219252757509.8712,211516134939.75732,201202018840.33398,197625488459.61963,196779011719.9882,2.058096331756251,2.33406625594196,2.1960812938491054,0.19514020479525238,44.758760469833035,43.34917824284919
