zbar_global,z_0_global,gamma_global,gamma_alt_global,a_global,b_global,b_alt_global,k_global,k_alt_global,zeta_global,zeta_alt_global,rho_global,r_global,x_0_global,x_0_alt_global,x_0_old_global,C_0_global,C_0_alt_global,C_0_old_global,C0bern_0_global,C1bern_0_global,C2bern_0_global,C3bern_0_global,u_global,u_alt_global,u_old_global,u_bern_global,theta_global,theta_alt_global,theta_scenario1_global,theta_scenario2_global,theta_scenario3_global,theta_scenario4_global,theta_scenario5_global,theta_soybean_global,theta_soybean_alt_global,workerPerHa_global,wagePerWorker_global,p_0_global,p_0_alt_global,pSoybean_0_global,pSoybean_0_alt_global
394192588.053,57533838.7682,527.5709334829669,580.8555977647466,0.045007413978564004,9359946669.031466,10305301282.603645,2.0942152550133404,2.6617886941698967,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,177074284621.69025,194958787368.48096,196031273192.7628,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,1.1654875013063225e-11,1.0585717541383493e-11,9.72982300805396e-12,2.3295441625052265e-11,4.372183287593477e-11,6.29008109206565e-11,6.904432096099827e-11,1.6321970811614502e-8,1.4824678303010447e-8,0.02717971830627223,658.2907776622163,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
